CustomerID,TotalSpent,TotalQuantity,TotalTransactions,AveragePrice,Cluster,CustomerType
12472,6572.11,4148,7,2.397669616519174,0,Premium Customer
12473,3938.5499999999997,2439,5,8.323928571428572,2,Regular Customer
12474,7375.79,4847,18,2.8656603773584903,0,Premium Customer
12475,723.38,535,1,2.941111111111111,1,Low Value Customer
12476,6816.42,2408,11,4.831030042918456,3,High Value Customer
12477,13219.74,3653,6,4.3832,0,Premium Customer
12478,680.99,236,1,4.537777777777778,2,Regular Customer
12479,527.2,385,1,2.6687096774193546,1,Low Value Customer
12480,3281.63,1707,4,3.1344155844155845,3,High Value Customer
12481,5596.32,3304,10,3.4149769585253456,3,High Value Customer
12483,2484.98,1110,8,5.198133333333334,3,High Value Customer
12484,4541.72,2191,6,3.126098265895954,3,High Value Customer
12488,1298.66,529,3,3.7347272727272727,1,Low Value Customer
12489,334.93,105,1,5.908,2,Regular Customer
12490,5417.93,3064,10,2.692857142857143,3,High Value Customer
12491,460.40000000000003,260,1,3.376923076923077,1,Low Value Customer
12492,263.21000000000004,192,2,3.3475,1,Low Value Customer
12493,433.74,207,2,4.309090909090909,2,Regular Customer
12494,1246.1000000000001,707,7,3.862207792207792,3,High Value Customer
12497,1043.1,1236,1,2.06,1,Low Value Customer
12498,403.70000000000005,159,3,4.197826086956522,1,Low Value Customer
12500,4257.82,2678,11,5.63688524590164,3,High Value Customer
12501,2169.39,1783,1,2.4126845637583894,1,Low Value Customer
12502,3723.87,820,5,6.425238095238095,2,Regular Customer
12504,482.04999999999995,90,2,9.011111111111111,2,Regular Customer
12506,73.5,23,1,3.1956521739130435,1,Low Value Customer
12507,1304.81,894,3,4.862857142857143,2,Regular Customer
12508,398.27,272,2,1.7204347826086959,1,Low Value Customer
12509,176.5,55,1,5.564285714285715,2,Regular Customer
12510,982.5699999999999,353,2,4.263333333333334,1,Low Value Customer
12512,138.03,99,2,2.5794117647058825,1,Low Value Customer
12513,612.29,462,1,2.180571428571428,1,Low Value Customer
12514,1017.68,440,1,3.296862745098039,1,Low Value Customer
12515,383.7,131,1,6.78125,2,Regular Customer
12516,1312.06,875,2,2.725769230769231,1,Low Value Customer
12517,2502.84,1371,5,2.3527464788732395,3,High Value Customer
12518,2056.89,1318,5,2.837177419354839,3,High Value Customer
12519,340.84,183,1,2.9911111111111115,1,Low Value Customer
12520,2634.26,1439,5,3.288421052631579,3,High Value Customer
12521,599.68,309,1,2.995789473684211,1,Low Value Customer
12522,192.72,194,2,5.0008333333333335,2,Regular Customer
12523,1789.77,865,11,4.935471698113207,3,High Value Customer
12524,4485.72,3699,8,2.9170833333333333,3,High Value Customer
12526,1316.66,632,3,3.3538028169014087,1,Low Value Customer
12527,348.71000000000004,234,3,2.9294444444444445,1,Low Value Customer
12528,1933.48,756,6,5.487934782608695,2,Regular Customer
12530,1662.28,913,4,3.8854545454545453,1,Low Value Customer
12531,125.22,45,1,3.8094117647058825,1,Low Value Customer
12532,349.83000000000004,153,1,3.698125,1,Low Value Customer
12534,1089.18,651,1,3.035396825396825,1,Low Value Customer
12535,716.35,219,2,4.451470588235294,2,Regular Customer
12538,363.95,191,1,3.6433333333333335,1,Low Value Customer
12539,5568.35,2067,4,4.176520146520147,3,High Value Customer
12540,13400.24,6685,17,3.847050209205021,0,Premium Customer
12541,981.18,680,3,3.615769230769231,1,Low Value Customer
12544,372.7,136,1,4.106315789473685,1,Low Value Customer
12545,1000.39,523,2,4.0238,1,Low Value Customer
12546,1161.5,633,2,3.199275362318841,1,Low Value Customer
12547,207.79999999999998,134,2,7.95,2,Regular Customer
12548,95.19999999999999,49,1,6.720000000000001,2,Regular Customer
12550,964.83,569,1,3.0903508771929826,1,Low Value Customer
12551,168.0,100,1,1.6800000000000002,1,Low Value Customer
12552,437.82,88,2,9.1155,2,Regular Customer
12553,3692.28,1965,10,3.1996335078534033,3,High Value Customer
12556,603.71,358,2,2.6623140495867768,1,Low Value Customer
12557,11990.960000000001,4384,5,2.1766666666666667,0,Premium Customer
12558,269.96,196,1,1.25,1,Low Value Customer
12559,561.71,283,2,3.5490476190476192,1,Low Value Customer
12560,2134.01,1110,3,2.8562857142857143,1,Low Value Customer
12561,238.85,177,1,2.964375,1,Low Value Customer
12562,3781.7400000000002,1779,7,3.188214285714286,3,High Value Customer
12564,456.9,133,1,5.576190476190476,2,Regular Customer
12565,145.92,80,1,2.351111111111111,1,Low Value Customer
12566,351.65,265,1,3.903684210526316,1,Low Value Customer
12567,9401.28,4305,10,3.40847533632287,0,Premium Customer
12571,519.61,523,2,1.3205882352941176,1,Low Value Customer
12572,1020.42,452,2,4.227833333333334,1,Low Value Customer
12573,160.54000000000002,84,1,2.0964285714285715,1,Low Value Customer
12574,218.45,61,1,5.2,2,Regular Customer
12576,1315.83,967,5,2.4045454545454543,1,Low Value Customer
12577,657.8,472,3,1.7950340136054421,1,Low Value Customer
12578,2794.51,1196,2,3.157017543859649,1,Low Value Customer
12579,440.42,285,1,3.3386206896551722,1,Low Value Customer
12580,415.7,238,1,2.6075,1,Low Value Customer
12581,197.71,161,1,2.8926666666666665,1,Low Value Customer
12582,511.36,300,2,5.2318181818181815,2,Regular Customer
12583,7281.38,5060,15,3.103603238866397,0,Premium Customer
12584,2338.15,416,9,7.484375,2,Regular Customer
12585,2040.1,1279,2,3.4639080459770115,1,Low Value Customer
12586,196.94000000000003,79,1,4.190909090909091,1,Low Value Customer
12587,144.0,51,1,11.56,2,Regular Customer
12588,214.89999999999998,53,1,9.58,2,Regular Customer
12589,646.68,306,2,4.502857142857143,2,Regular Customer
12590,9864.26,4283,2,10.54735294117647,0,Premium Customer
12591,452.84999999999997,228,1,3.7807692307692307,1,Low Value Customer
12592,437.6,290,2,3.311111111111111,1,Low Value Customer
12593,418.09999999999997,206,3,2.6523809523809527,1,Low Value Customer
12594,3338.2200000000003,1777,10,3.023135593220339,3,High Value Customer
12596,618.27,474,2,4.405555555555556,2,Regular Customer
12597,3811.22,2236,4,3.9420873786407764,3,High Value Customer
12598,3023.08,1964,8,2.8425757575757578,3,High Value Customer
12599,1032.58,956,7,2.9962903225806454,3,High Value Customer
12600,2599.04,774,10,5.47375,3,High Value Customer
12601,577.0600000000001,245,5,6.511071428571428,2,Regular Customer
12602,153.12,162,1,1.9708333333333332,1,Low Value Customer
12604,254.18,201,2,2.59125,1,Low Value Customer
12607,1579.51,1228,1,2.1577227722772276,1,Low Value Customer
12609,1126.85,648,3,3.5178333333333334,1,Low Value Customer
12610,2099.54,1049,5,5.024716981132076,2,Regular Customer
12611,1193.32,846,1,2.675076923076923,1,Low Value Customer
12612,704.0400000000001,262,1,4.4389473684210525,2,Regular Customer
12613,3344.38,1644,5,2.8726143790849674,3,High Value Customer
12614,315.6,76,1,5.61,2,Regular Customer
12615,2291.19,1376,4,3.0896190476190477,3,High Value Customer
12616,713.3,284,2,3.8203125,1,Low Value Customer
12617,355.53,213,1,1.903095238095238,1,Low Value Customer
12618,177.31,96,1,6.6381818181818195,2,Regular Customer
12619,3641.24,3378,9,7.056555555555556,3,High Value Customer
12620,1339.41,1181,3,2.1478260869565218,1,Low Value Customer
12621,13689.67,7440,20,2.8922912205567455,0,Premium Customer
12622,180.1,69,1,5.739090909090909,2,Regular Customer
12623,305.1,191,1,2.628888888888889,1,Low Value Customer
12624,641.13,355,2,3.8721052631578945,1,Low Value Customer
12625,2683.82,1612,2,2.1713953488372093,3,High Value Customer
12626,6620.48,3453,9,2.8210544217687072,0,Premium Customer
12627,4478.53,2752,7,2.937913043478261,3,High Value Customer
12628,786.46,448,3,3.591219512195122,1,Low Value Customer
12630,1270.88,548,2,4.48640625,2,Regular Customer
12631,640.5,236,1,4.537096774193548,2,Regular Customer
12633,2163.98,1162,4,3.211386138613862,3,High Value Customer
12635,1689.18,1172,2,2.522079207920792,1,Low Value Customer
12637,6021.9,3002,8,2.6583076923076923,3,High Value Customer
12638,671.69,577,1,2.56,1,Low Value Customer
12639,486.1,201,1,4.918181818181818,2,Regular Customer
12640,1174.58,311,3,5.716981132075472,2,Regular Customer
12641,185.9,72,1,6.964999999999999,2,Regular Customer
12642,1013.26,552,3,3.5906382978723403,1,Low Value Customer
12643,3344.64,1808,6,5.187916666666666,3,High Value Customer
12644,477.91,325,1,2.8045161290322578,1,Low Value Customer
12645,1775.18,1084,4,2.611095890410959,1,Low Value Customer
12646,1346.97,897,2,2.387111111111111,1,Low Value Customer
12647,3722.82,1431,12,5.498842975206611,3,High Value Customer
12648,318.05,160,1,3.1723809523809527,1,Low Value Customer
12649,623.51,586,3,2.6970967741935485,1,Low Value Customer
12650,314.44,254,1,1.9344999999999999,1,Low Value Customer
12651,114.0,78,1,2.244444444444445,1,Low Value Customer
12652,919.98,505,1,2.8972916666666664,1,Low Value Customer
12653,2209.85,919,2,2.5909302325581396,1,Low Value Customer
12654,601.98,264,5,4.420526315789473,2,Regular Customer
12656,4051.17,1723,5,4.4494444444444445,3,High Value Customer
12657,1643.18,1044,4,5.044893617021277,2,Regular Customer
12658,686.05,320,1,4.114444444444445,1,Low Value Customer
12659,91.68,105,1,5.308,2,Regular Customer
12660,245.1,127,1,3.8653846153846154,1,Low Value Customer
12662,3849.78,2058,11,3.2064782608695652,3,High Value Customer
12664,4881.88,1203,9,11.084864864864864,2,Regular Customer
12665,63.0,37,1,6.833333333333333,2,Regular Customer
12667,620.13,395,1,3.624242424242424,1,Low Value Customer
12668,3807.15,1634,4,3.458509316770187,3,High Value Customer
12669,2744.0299999999997,1115,3,13.741386138613862,2,Regular Customer
12670,2996.05,1397,5,3.235869565217391,3,High Value Customer
12672,225.89999999999998,78,1,3.79,1,Low Value Customer
12673,610.52,351,2,2.9283333333333337,1,Low Value Customer
12674,1970.6,1133,4,3.230602409638554,1,Low Value Customer
12676,1331.39,670,6,7.0282222222222215,2,Regular Customer
12678,17628.46,10923,12,6.554666666666667,0,Premium Customer
12679,1113.02,554,4,4.004166666666666,1,Low Value Customer
12680,862.81,443,4,3.637884615384615,1,Low Value Customer
12681,13787.54,7536,22,3.1529153605015674,0,Premium Customer
12683,8476.57,4987,15,2.719156976744186,0,Premium Customer
12684,2283.63,1985,7,2.5359999999999996,3,High Value Customer
12685,2863.08,1523,6,3.0710191082802547,3,High Value Customer
12686,89.14,107,1,3.2585714285714285,1,Low Value Customer
12688,4873.8099999999995,3028,1,4.124736842105263,3,High Value Customer
12689,1247.61,628,2,2.8519444444444444,1,Low Value Customer
12690,389.01,106,1,5.5268749999999995,2,Regular Customer
12691,1035.8,394,6,5.0359375,2,Regular Customer
12693,855.91,255,4,5.44025641025641,2,Regular Customer
12694,869.67,509,2,3.901621621621622,1,Low Value Customer
12695,582.1,220,4,4.785555555555556,2,Regular Customer
12697,957.59,508,3,5.027560975609756,2,Regular Customer
12700,4939.99,2967,4,2.6198880597014926,3,High Value Customer
12701,797.71,678,2,3.0907547169811322,1,Low Value Customer
12702,219.0,53,1,5.441666666666666,2,Regular Customer
12703,283.55,164,1,2.638095238095238,1,Low Value Customer
12704,2340.84,1006,8,6.428409090909091,2,Regular Customer
12705,6868.29,3997,9,2.8610179640718565,0,Premium Customer
12707,603.42,256,1,3.236666666666667,1,Low Value Customer
12708,2712.91,1307,10,4.316433121019108,3,High Value Customer
12709,9736.52,3936,15,3.3240865384615383,0,Premium Customer
12710,1149.02,851,3,2.718441558441558,1,Low Value Customer
12712,4396.13,1062,13,6.379924812030075,3,High Value Customer
12713,848.55,508,1,2.503421052631579,1,Low Value Customer
12714,4708.86,3069,5,2.391891891891892,3,High Value Customer
12715,353.86,197,1,3.401904761904762,1,Low Value Customer
12716,1053.49,708,2,2.665797101449275,1,Low Value Customer
12717,1030.98,506,2,4.670000000000001,2,Regular Customer
12718,238.25,203,1,2.7221052631578946,1,Low Value Customer
12719,644.95,374,2,3.644871794871795,1,Low Value Customer
12720,5781.73,4672,25,2.701581920903955,0,Premium Customer
12721,2656.13,1959,6,3.069751552795031,3,High Value Customer
12722,997.63,566,4,3.6201886792452833,1,Low Value Customer
12723,725.07,434,5,3.2023188405797103,1,Low Value Customer
12724,1031.41,445,4,3.721132075471698,1,Low Value Customer
12725,427.8,164,1,4.104166666666667,1,Low Value Customer
12726,2609.1,3143,7,2.106693548387097,3,High Value Customer
12727,3980.7,2098,7,3.2171223021582733,3,High Value Customer
12728,836.33,419,4,4.669347826086956,2,Regular Customer
12729,453.01,233,1,3.701538461538462,1,Low Value Customer
12731,18895.91,8437,12,3.346167883211679,0,Premium Customer
12732,236.26000000000002,111,1,3.5225000000000004,1,Low Value Customer
12733,383.95,137,1,3.372727272727273,1,Low Value Customer
12734,110.39999999999999,88,1,1.185,1,Low Value Customer
12735,779.5699999999999,368,2,5.416279069767441,2,Regular Customer
12736,234.0,173,1,5.58,2,Regular Customer
12738,155.35,148,1,3.95,1,Low Value Customer
12739,1013.04,486,2,4.008421052631578,1,Low Value Customer
12740,427.6,342,1,2.074074074074074,1,Low Value Customer
12743,546.43,319,2,3.038582089552239,1,Low Value Customer
12747,4196.01,1275,11,4.3678640776699025,3,High Value Customer
12749,4090.88,1471,5,4.999949748743719,3,High Value Customer
12750,275.88,137,1,4.62,2,Regular Customer
12752,4366.78,2262,1,2.2941509433962266,3,High Value Customer
12754,3010.74,6481,3,1.125079365079365,3,High Value Customer
12755,3811.95,1491,2,5.0249999999999995,3,High Value Customer
12756,112.07999999999998,144,1,0.7424999999999999,1,Low Value Customer
12757,7857.1,2402,13,11.912641509433962,0,Premium Customer
12758,2791.59,2135,2,1.700618556701031,3,High Value Customer
12759,1531.44,902,3,3.2154736842105267,1,Low Value Customer
12762,1898.52,1227,2,2.736086956521739,1,Low Value Customer
12763,494.08,316,2,1.7716666666666667,1,Low Value Customer
12764,1693.88,386,1,5.387555555555555,2,Regular Customer
12766,6989.63,3646,7,3.070806451612903,0,Premium Customer
12769,1143.6,356,1,4.45625,2,Regular Customer
12770,1351.45,743,1,2.625,1,Low Value Customer
12772,892.47,556,1,3.7007272727272724,1,Low Value Customer
12775,1386.04,877,5,3.880606060606061,1,Low Value Customer
12778,822.23,825,6,3.5094,1,Low Value Customer
12779,3981.36,2024,8,3.6543624161073827,3,High Value Customer
12781,826.74,671,2,3.1308,1,Low Value Customer
12782,2330.92,1086,5,3.805436893203883,3,High Value Customer
12783,2225.91,624,6,12.22857142857143,2,Regular Customer
12784,574.42,300,2,2.8015254237288136,1,Low Value Customer
12785,311.95,131,1,4.828571428571428,2,Regular Customer
12787,463.66,261,3,3.998,1,Low Value Customer
12790,324.92,166,1,3.948571428571429,1,Low Value Customer
12791,192.60000000000002,97,1,8.425,2,Regular Customer
12792,400.53999999999996,217,1,3.5096,1,Low Value Customer
12793,545.48,295,2,3.91,1,Low Value Customer
12794,860.41,592,2,2.077111111111111,1,Low Value Customer
12795,430.48,68,1,7.695,2,Regular Customer
12797,254.03,118,1,5.143846153846154,2,Regular Customer
12798,6977.04,5256,3,1.0474999999999999,0,Premium Customer
12802,427.58,314,1,2.52,1,Low Value Customer
12808,483.65000000000003,188,3,4.0460714285714285,1,Low Value Customer
12809,489.31,220,1,4.4092,2,Regular Customer
12811,514.85,230,3,4.12258064516129,1,Low Value Customer
12812,229.64000000000001,164,1,2.0686666666666667,1,Low Value Customer
12815,1063.46,379,2,5.401489361702128,2,Regular Customer
12816,572.2,128,2,8.832758620689654,2,Regular Customer
12817,166.04,53,1,12.0725,2,Regular Customer
12818,1542.08,929,1,6.755,2,Regular Customer
12820,942.34,722,4,1.9047457627118642,1,Low Value Customer
12821,92.72,70,1,2.4983333333333335,1,Low Value Customer
12822,948.88,550,2,2.692608695652174,1,Low Value Customer
12823,1759.5,230,5,7.65,2,Regular Customer
12824,397.12,232,1,2.5356,1,Low Value Customer
12826,1474.72,1058,7,1.9276923076923078,3,High Value Customer
12827,430.15000000000003,197,3,2.8680000000000003,1,Low Value Customer
12828,1018.71,494,6,3.09,1,Low Value Customer
12829,293.0,376,2,10.368181818181817,2,Regular Customer
12830,6814.64,9848,6,1.0863157894736843,0,Premium Customer
12831,215.05,135,1,3.066666666666667,1,Low Value Customer
12832,383.03,195,2,2.928888888888889,1,Low Value Customer
12833,417.38,156,1,5.44125,2,Regular Customer
12834,312.38,110,1,4.893888888888889,2,Regular Customer
12836,2612.86,1064,4,4.287828571428571,3,High Value Customer
12837,134.1,24,1,6.745833333333334,2,Regular Customer
12838,683.13,359,2,2.3197560975609757,1,Low Value Customer
12839,5591.42,3807,14,1.9202229299363058,0,Premium Customer
12840,2726.77,1511,4,2.035486725663717,3,High Value Customer
12841,4022.35,2757,25,2.395166666666667,0,Premium Customer
12842,1118.99,547,2,4.3302941176470595,2,Regular Customer
12843,1702.26,781,8,3.513203883495146,3,High Value Customer
12844,325.96000000000004,125,2,2.631153846153846,1,Low Value Customer
12845,354.09,204,4,2.7903703703703706,1,Low Value Customer
12847,871.54,909,1,1.3392307692307692,1,Low Value Customer
12849,1050.8899999999999,623,2,2.8945098039215686,1,Low Value Customer
12851,135.18,109,1,1.9465999999999999,1,Low Value Customer
12852,311.55,149,1,3.65,1,Low Value Customer
12853,1957.1000000000001,800,6,4.250512820512821,3,High Value Customer
12854,1324.5,627,3,2.7746363636363633,1,Low Value Customer
12855,38.1,30,1,1.55,1,Low Value Customer
12856,2179.93,1079,6,2.543407643312102,3,High Value Customer
12857,1106.4,343,2,4.142391304347826,1,Low Value Customer
12863,521.2,188,1,3.374,1,Low Value Customer
12864,147.12,216,1,0.6566666666666666,1,Low Value Customer
12865,1568.23,925,2,3.119157894736842,1,Low Value Customer
12866,559.12,171,1,4.4157692307692304,2,Regular Customer
12867,4036.82,4298,7,1.3313382899628252,3,High Value Customer
12868,1607.0600000000002,928,6,2.611682242990654,3,High Value Customer
12871,380.64,200,2,2.110909090909091,1,Low Value Customer
12872,599.97,319,2,2.4956060606060606,1,Low Value Customer
12873,374.0,128,1,4.0375,1,Low Value Customer
12875,343.2300000000001,2019,2,0.17,1,Low Value Customer
12876,2218.02,1941,2,2.2544705882352942,3,High Value Customer
12877,1535.77,1178,12,1.8988961038961039,3,High Value Customer
12878,854.99,547,2,2.0325531914893618,1,Low Value Customer
12879,573.22,370,3,1.832,1,Low Value Customer
12882,1463.04,246,2,6.437692307692307,2,Regular Customer
12883,703.47,196,4,5.926904761904762,2,Regular Customer
12885,1175.22,655,3,3.5930985915492957,1,Low Value Customer
12886,1378.4,770,2,3.7206097560975615,1,Low Value Customer
12888,354.12,76,2,5.896,2,Regular Customer
12890,380.46999999999997,259,1,1.8129268292682927,1,Low Value Customer
12891,331.0,950,3,0.3666666666666667,1,Low Value Customer
12893,188.14,96,1,2.2108823529411765,1,Low Value Customer
12895,372.8,210,2,3.222727272727273,1,Low Value Customer
12897,216.5,110,2,2.7,1,Low Value Customer
12902,138.68,66,1,5.619,2,Regular Customer
12904,509.58,302,2,3.085,1,Low Value Customer
12906,2919.81,1749,5,2.551904761904762,3,High Value Customer
12908,750.0,1200,2,0.625,1,Low Value Customer
12909,2178.67,1280,5,6.7639560439560436,2,Regular Customer
12910,3075.04,1692,8,2.0928,3,High Value Customer
12912,1662.3,670,5,2.7191666666666667,1,Low Value Customer
12913,2483.63,1419,5,2.9248000000000003,3,High Value Customer
12915,363.65,93,2,6.788636363636363,2,Regular Customer
12916,3006.15,1119,4,4.126635514018692,3,High Value Customer
12917,594.0,120,1,4.95,2,Regular Customer
12919,1335.19,673,6,2.6044,1,Low Value Customer
12920,164.23,129,1,3.8410714285714285,1,Low Value Customer
12922,405.38,370,1,1.627857142857143,1,Low Value Customer
12923,176.97,69,1,2.936551724137931,1,Low Value Customer
12924,933.7,481,4,3.1883333333333335,1,Low Value Customer
12925,694.05,541,2,2.310222222222222,1,Low Value Customer
12928,2062.7000000000003,1472,5,1.9426190476190477,3,High Value Customer
12929,117.85,37,1,7.11875,2,Regular Customer
12930,415.8,252,2,2.9948,1,Low Value Customer
12933,607.53,499,3,2.6469811320754717,1,Low Value Customer
12935,2160.7,1853,7,2.032325581395349,3,High Value Customer
12936,1063.9,559,4,2.033225806451613,1,Low Value Customer
12937,1504.27,1007,4,2.371666666666667,1,Low Value Customer
12938,114.14,140,1,1.271111111111111,1,Low Value Customer
12939,11581.8,4876,8,2.403404255319149,0,Premium Customer
12940,913.54,411,2,3.8207070707070705,1,Low Value Customer
12942,683.9,203,3,4.1378666666666675,1,Low Value Customer
12944,604.51,289,2,3.1886666666666668,1,Low Value Customer
12945,462.95,165,1,4.95,2,Regular Customer
12947,1603.99,1165,6,3.270309278350515,3,High Value Customer
12948,2064.95,1080,7,2.932758620689655,3,High Value Customer
12949,4167.22,2381,8,2.8786511627906974,3,High Value Customer
12950,1843.0,1380,3,1.3891304347826086,1,Low Value Customer
12951,1064.07,503,6,3.006031746031746,1,Low Value Customer
12952,1387.79,653,4,4.062658227848101,1,Low Value Customer
12953,329.85,84,1,6.647058823529412,2,Regular Customer
12955,4757.16,3664,11,1.6899444444444445,3,High Value Customer
12956,108.07,34,1,4.365263157894737,2,Regular Customer
12957,4017.54,2549,8,2.817563025210084,3,High Value Customer
12962,266.39,129,2,2.985625,1,Low Value Customer
12963,1856.63,881,8,3.294842105263158,3,High Value Customer
12965,771.91,283,1,3.6638532110091746,1,Low Value Customer
12966,160.18,75,1,3.4230000000000005,1,Low Value Customer
12967,1660.9,438,2,6.476315789473684,2,Regular Customer
12968,135.95,73,1,3.29,1,Low Value Customer
12970,452.24,310,4,2.0307947019867547,1,Low Value Customer
12974,144.8,24,1,7.7,2,Regular Customer
12976,738.6,561,1,1.5345454545454544,1,Low Value Customer
12977,39.239999999999995,12,1,4.23,1,Low Value Customer
12981,372.21999999999997,242,2,1.6235,1,Low Value Customer
12982,390.54,288,1,1.8478571428571429,1,Low Value Customer
12984,97.5,26,1,3.85,1,Low Value Customer
12985,1239.38,1533,2,1.914342105263158,1,Low Value Customer
12987,558.7,219,2,6.110714285714286,2,Regular Customer
12988,535.32,136,1,4.110217391304348,1,Low Value Customer
12989,6924.110000000001,2943,15,3.1915625,0,Premium Customer
12990,409.5,200,3,2.05,1,Low Value Customer
